QID,Domain,Bloom_Level,Difficulty,Question
1896,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
1897,Data Science,Knowledge,Medium,"What is a feature?"
1898,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
1899,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
1900,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
1901,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
1902,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
1903,Cybersecurity,Knowledge,Hard,"What is an air gap?"
1904,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
1905,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
1906,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
1907,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
1908,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
1909,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
1910,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
1911,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
1912,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
1913,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
1914,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
1915,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
1916,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
1917,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
1918,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
1919,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
1920,Machine Learning,Knowledge,Easy,"What is an algorithm?"
1921,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
1922,Cloud Computing,Knowledge,Easy,"What is IaaS (Infrastructure as a Service)?"
1923,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
1924,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
1925,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
1926,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
1927,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
1928,IoT,Comprehension,Easy,"Explain how a smart home hub works."
1929,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
1930,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
1931,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
1932,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
1933,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
1934,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
1935,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
1936,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
1937,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
1938,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
1939,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
1940,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
1941,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
1942,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
1943,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
1944,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
1945,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
1946,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
1947,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
1948,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
1949,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
1950,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
1951,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
1952,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
1953,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
1954,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
1955,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
1956,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
1957,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
1958,Big Data,Knowledge,Easy,"What is HDFS?"
1959,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
1960,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
1961,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
1962,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
1963,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
1964,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
1965,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
1966,Big Data,Comprehension,Easy,"Explain what MapReduce does."
1967,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
1968,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
1969,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
1970,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
1971,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
1972,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
1973,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
1974,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
1975,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
1976,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
1977,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
1978,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
1979,Cybersecurity,Knowledge,Easy,"What is phishing?"
1980,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
1981,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
1982,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
1983,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
1984,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
1985,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
1986,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
1987,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
1988,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
1989,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
1990,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
1991,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
1992,IoT,Knowledge,Easy,"What is a smart sensor?"
1993,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
1994,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
1995,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
1996,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
1997,Data Science,Knowledge,Medium,"What is a feature?"
1998,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
1999,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
2000,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
2001,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
2002,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
2003,Cybersecurity,Knowledge,Hard,"What is an air gap?"
2004,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
2005,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
2006,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
2007,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
2008,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
2009,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
2010,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
2011,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
2012,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
2013,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
2014,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
2015,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
2016,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
2017,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
2018,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
2019,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
2020,Machine Learning,Knowledge,Easy,"What is an algorithm?"
2021,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
2022,Cloud Computing,Knowledge,Easy,"What is IaaS (Infrastructure as a Service)?"
2023,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
2024,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
2025,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
2026,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
2027,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
2028,IoT,Comprehension,Easy,"Explain how a smart home hub works."
2029,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
2030,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
2031,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
2032,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
2033,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
2034,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
2035,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
2036,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
2037,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
2038,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
2039,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
2040,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
2041,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
2042,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
2043,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
2044,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
2045,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
2046,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
2047,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
2048,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
2049,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
2050,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
2051,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
2052,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
2053,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
2054,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
2055,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
2056,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
2057,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
2058,Big Data,Knowledge,Easy,"What is HDFS?"
2059,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
2060,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
2061,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
2062,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
2063,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
2064,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
2065,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
2066,Big Data,Comprehension,Easy,"Explain what MapReduce does."
2067,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
2068,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
2069,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
2070,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
2071,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
2072,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
2073,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
2074,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
2075,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
2076,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
2077,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
2078,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
2079,Cybersecurity,Knowledge,Easy,"What is phishing?"
2080,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
2081,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
2082,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
2083,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
2084,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
2085,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
2086,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
2087,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
2088,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
2089,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
2090,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
2091,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
2092,IoT,Knowledge,Easy,"What is a smart sensor?"
2093,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
2094,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
2095,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
2096,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
2097,Data Science,Knowledge,Medium,"What is a feature?"
2098,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
2099,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
2100,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
2101,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
2102,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
2103,Cybersecurity,Knowledge,Hard,"What is an air gap?"
2104,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
2105,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
2106,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
2107,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
2108,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
2109,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
2110,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
2111,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
2112,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
2113,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
2114,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
2115,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
2116,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
2117,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
2118,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
2119,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
2120,Machine Learning,Knowledge,Easy,"What is an algorithm?"
2121,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
2122,Cloud Computing,Knowledge,Easy,"What is IaaS (Infrastructure as a Service)?"
2123,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
2124,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
2125,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
2126,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
2127,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
2128,IoT,Comprehension,Easy,"Explain how a smart home hub works."
2129,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
2130,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
2131,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
2132,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
2133,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
2134,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
2135,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
2136,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
2137,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
2138,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
2139,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
2140,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
2141,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
2142,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
2143,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
2144,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
2145,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
2146,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
2147,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
2148,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
2149,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
2150,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
2151,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
2152,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
2153,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
2154,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
2155,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
2156,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
2157,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
2158,Big Data,Knowledge,Easy,"What is HDFS?"
2159,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
2160,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
2161,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
2162,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
2163,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
2164,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
2165,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
2166,Big Data,Comprehension,Easy,"Explain what MapReduce does."
2167,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
2168,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
2169,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
2170,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
2171,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
2172,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
2173,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
2174,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
2175,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
2176,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
2177,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
2178,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
2179,Cybersecurity,Knowledge,Easy,"What is phishing?"
2180,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
2181,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
2182,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
2183,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
2184,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
2185,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
2186,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
2187,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
2188,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
2189,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
2190,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
2191,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
2192,IoT,Knowledge,Easy,"What is a smart sensor?"
2193,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
2194,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
2195,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
2196,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
2197,Data Science,Knowledge,Medium,"What is a feature?"
2198,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
2199,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
2200,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
2201,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
2202,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
2203,Cybersecurity,Knowledge,Hard,"What is an air gap?"
2204,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
2205,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
2206,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
2207,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
2208,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
2209,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
2210,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
2211,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
2212,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
2213,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
2214,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
2215,DevOps,Knowledge,Medium,"What is 'configuration drift' and how can it be prevented?"
2216,IoT,Comprehension,Medium,"Explain the difference between an IoT platform and an IoT application."
2217,Artificial Intelligence,Synthesis,Hard,"Design a conversational AI agent that can maintain long-term memory of user interactions."
2218,Cloud Computing,Evaluation,Hard,"Critique the 'pay-as-you-go' model for workloads that are difficult to predict."
2219,Cybersecurity,Analysis,Hard,"Analyze the attack surface of a modern, containerized microservices application."
